Hotel_name,name,rating,review
The Dharmawangsa Jakarta,Sani Ario,5.0,"One of my personal favorite lux botique hotel in Jakarta. Why go to yet another boring American 5 star chain when you can go and support a local entity, with a rich nuance of Javanese interior? The place smells amazing. The outdoor and indoor pool are well kept. The gym is complete and well equipped. Service was professional and warm, they all remembered me by name and no request was too difficult. Yes this place may be a bit dear for pricing, but it's worth every rupiah. Location is also amazing, in the midst of the leafy suburb of Dharmawangsa giving a cool respite to Jakarta's hot weather. An oasis and haven for tired souls."
The Dharmawangsa Jakarta,Michael Gielink,4.0,Very luxurious and spacious and colonial. Fantastic out door pool area and indoor gym with infinity pool. Service is excellent - however expensive for Indonesia.
The Dharmawangsa Jakarta,Paolo Josef Garcia,5.0,"I love everything about The Dharmawangsa Jakarta. The hotel is truly a showcase of Indonesian art and heritage while the staff epitomize the very best of Indonesian hospitality and culture. The hotel is located in an upscale residential area of South Jakarta with lots of green spaces and about a 15-minute leisurely walk to the Blok A MRT station. In contrast to the ultra-modern hotels in the bustling Jakarta CBD, The Dharmawangsa is at once homey and intimate with its classic architectural style and beautiful furnishings. Their Executive Rooms are spacious and larger than most similarly priced hotel rooms in the city. The equally spacious marble bathroom had double vanity basins which was a nice touch. What also sets the hotel apart is their absolutely exceptional food. The Beef Rendang at the Jakarta Restaurant was sublime and the best rendang I have ever had so far. Thoroughly enjoyed their take on nasi goreng kambing as well. Special mention to Sevira who was so helpful with menu recommendations and her cheerful attitude and personalized service made my dining experience great both times. The breakfast and ambience at The Courtyard was a delight too! Needless to say, I'll definitely be back!"
The Dharmawangsa Jakarta,Inggita Yohanna,5.0,"I really like for this hotel..it's in the middle of south of Jakarta but U will feel it's so comfortable around the trees, the staff are so nice n friendly and they have huge room which is is so nice n comfortable for the bed..thanx for the serviceRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
The Dharmawangsa Jakarta,William Prasetya,5.0,"The majapahit lounge is great experience , the service was very nice and friendly , the drinks was excellent and the interior is a real plus point. Overall a great experience and hoping to go there in the future.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
The Dharmawangsa Jakarta,Raymond Valiant Ruritan,5.0,"A luxurious hotel in a respectable area of South Jakarta. It also has convention spaces and ballrooms for meetings, expositions and conferences."
The Dharmawangsa Jakarta,VC SOEGIJANTO,5.0,EXCELLENT... what a nice hotel to stay in.. with a wide balcony facing the pool and the garden that face east..so its very cooling in the morning. First class amenities all in perfect condition. And the food is simply excellent. Service that is very warm and personalised. Definitely new favourite hotel in Jakarta
The Dharmawangsa Jakarta,Globetrotter Monk,2.0,"I stayed in Dharmawangsa for my 5 days mandatory quarantine. I picked this Hotel was mainly due to a room with balcony where you can enjoy fresh air looking at lush gardens during quarantine. When entering the room, you felt travelling back in time capsule with classic 90s. The room was extremely outdated and tired. The bed mattress was sinking and not supporting body posture when lying down. The bed light and standing light were dimmed, and the electrical plugs were loose. Another major issue was the room cleanliness. I found a piece of french fries on the floor from the previous guest. The sofa fabric and carpet had a few dirty spots, and the worst was stained on toilet bowl. I wonder with the cleaning procedure was being done properly in this Hotel which I believe the assigned quarantine rooms thoroughly cleaning should be done after the guest checking out. The food quality especially on international menu also needs to be improved, its taste was far below the 5 stars Hotel standard. For my next mandatory quarantine, a room with balcony will not be on my list."
The Dharmawangsa Jakarta,pa Kafid,5.0,"Lovely dining hall, nice jasmine smell around the building… nice view to the pool"
The Dharmawangsa Jakarta,Antero Almeida,4.0,"I quarantined at The Dharmawangsa when I entered Indonesia... I did not get the opportunity to check all the hotel but the service was friendly and very attentive, the bed and room was very comfortable, the food was very good, both the international and Asian. I would like to give them a five star but first I need to check the rest of the hotel. I would highly recommend it"
The Dharmawangsa Jakarta,cipta khairina,3.0,"Thos hotel is not like Dharmasangsa we've known 5 or 10 years ago. The service was poor and interior is outdated. Bed was small and sinking far from a 5 star hotel standard. The coffee table in the balcony was outdated and damaged. The receptionist omg, i came around 13.50, and they dont give us approximate time to wait for the room is ready. I dont understand why it takes so long to make the room ready. I repeatedly ask how long and the receptionist said it will take another 40 mnts, gosh that was unacceptable for a 5 star hotel that was not fully occupied. And some other disappointment service. Fortunately i get the pool view room and it's refreshing."
The Dharmawangsa Jakarta,Edbert Tjoniko,2.0,"Definitely not as how the pictures on the website depicted. Not all rooms are facing the inside of the hotel to give the resort vibe. The one I got is stuck with views of building ledge. The room is pretty old. One outlet was almost coming out of the wall. I sat on the sofa in my shorts and had rashes in minutes. Doors are hard to open. The room furnishing do need some serious refurbishment. Unfortunately staff are not trained well before put on the job. Their heart is in right place but falls short in execution due to lack of experience and training On check-in, they charged our card wrongly. Key card was not configured correctly so we were left waiting at the doorstep for quite awhile. Phone was faulty in the room. Restaurant food is mediocre, highly overpriced and worse of all, waiters are overwhelmed. The entire area is filled with mosquitoes. Please wear long sleeve clothing to avoid tons of bites. It feels a lot more like a 3 and 4 star experience. For the price, go to other hotels in Jakarta for a much more relaxed and pleasant stay. Only good thing is the courtyard style swimming pool fhat gives you a resort vibe. Pretty hard to find, but would recommend Four Seasons one over this. No reason to come back here again until they update their service, room and amenities."
The Dharmawangsa Jakarta,Hendro Hioe,5.0,"Cozy place with a lot of open space, came here for sunday brunch or dinner."
The Dharmawangsa Jakarta,Natasha Ekaputri,2.0,"Interior was outstanding -- the design really dispict the Indonesian cultural which I love. However, the service was very slow. Ordered room service and it took over an hour for the drinks to come, also requested special instrution for the room and it didn't come in on time."
The Dharmawangsa Jakarta,Pandji Caesar,5.0,"Cozy hotel in the middle of city with good ambient. During covid, you have to make reservation before you can swim to limit the number of visitors. The staffs are friendly and helpful"
The Dharmawangsa Jakarta,Avirzan Rivai,5.0,The history building design still persevered and care very well
The Dharmawangsa Jakarta,Ajeng Natalia,5.0,"My last visit was to get afternoon tea with my family. We enjoyed cakes and Dharmawangsa’s chocolate martini- this is the favorite drinks here.We love this hotel, because the ambience is nice and the service is good."
The Dharmawangsa Jakarta,My life is an Adventure,5.0,"Very good hotel at the south of Jakarta, has 3 pools, 2 are outdoor pool and 1 indoor pool. The hotel also very spacious, its located with dharmawangsa residence. Their food also tasty, for the price as you can imagine for a five star hotel. Worth the money. Good for staycation. Very much recommended. Good hospitality."
The Dharmawangsa Jakarta,Ali Aulia Rahman,5.0,One of truly hidden gem hotel in Jakarta. The building isn't tall unlike any other five star hotel in Jakarta. But the ambiance is soo comfy. Feels like in Bali and any other city but Jakarta. Recommended if you are looking for short-escape staycation place
The Dharmawangsa Jakarta,Ainur Rofik,5.0,"Best Hotel around Jakarta Selatan. Good Job Dharmawangsa.. Hospitality as its best, friendly staff, nice vibes , topRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
The Dharmawangsa Jakarta,Fitria Damaianti,5.0,Attended a wedding reception there. Good arragement in Covid era. The negative side is only the parking space. The food is good
The Dharmawangsa Jakarta,Wa Wa,5.0,"One of leafy hotel in Jakarta, comfy and have large pool and garden, and the most i like is the flower aroma in every side of room..very nice"
The Dharmawangsa Jakarta,"Prof Mudrajad Kuncoro, PhD",1.0,"very bad hospitality. Mrs Nur, director of events, prohibited standard flower to be put in the area of wedding ceremony. Without smile and apology, she said it was rule of the hotel. when I asked the written rule, she was unable to to show the written rule. I was very disappointed."
The Dharmawangsa Jakarta,Renae Verboon,5.0,"Stunning hotel, one of the most private and up-market in all of Jakarta. If I’m not mistaken, it’s a historic building and the inside is simply exquisite. The food in the restaurant is also fantastic. Attention to detail is high and the staff go above and beyond to give you the best experience you could have. The pool is beautiful and clean, a very relaxing atmosphere."
The Dharmawangsa Jakarta,Minar Uz Zaman,4.0,"Wonderful hotel with vast surroundings, large rooms, great pool and famous buffet brunch.Rooms: 5/5 | Service: 5/5 | Location: 3/5 …More"
The Dharmawangsa Jakarta,Luli Mitra Pambagyo,5.0,The most benefitted value of money for a Christmas brunch. Food arrays are the top quality and very cozy ambience with superb hospitality from the staffs
Hotel Monopoli,Lenny Indriani,5.0,"Knew it beforehand that this hotel is a hotel with entertainment on the rooftop and basement. It has cool atmosphere, nice staffs, quick services, and such a well maintained old building. The FO was so helpful too, they also informed us at the check in desk about the gigs and DJ stuffs, thanks. Also i love the hot latte, ordered it 2 days straight along with the breakfast. Pleasant stay in here. P.S If you’re a light sleeper, it might not be a great hotel for you."
Hotel Monopoli,André Pinto,2.0,Everything was nice and affordable but they have live bands playing in house till 12pm or 2 am. Super noisy and I couldn't sleep. They should prioritize customer comfort.Rooms: 4/5 | Service: 4/5 | Location: 5/5 …More
Hotel Monopoli,s lius,1.0,"If you wish to get a good sleep before DO NOT Stay here. The wall is soo thin! I stayed at the 3rd floor and it's SUPER LOUD and noisy from the DJ & Live band at the rooftop till late! Checked in, can't sleep, and changed hotel on the same night It's just unbearable!"
Hotel Monopoli,별빛밤,1.0,"The room is full of moisture It is damp due to poor ventilation It is unpleasantAlso, it seems that DJ clubs are often held on the rooftop. It is really noisy. If you want to sleep early on the weekend, go to another hotel."
Hotel Monopoli,謝旻峰,1.0,"We would like to order benedict egg,but waiter said sold out at 8:30.But another guy order at 9:30,he still can order that. The reason waiter feedback us because they should prepare first. SO ??? Lie to us??"
Hotel Monopoli,Sri Andhini Saraswati,3.0,"Nice interior design. Noisy from dinner time to midnight. Uncomfortable shower. There was no handsoap. Tv image quality was bare standard, and limited channel. Great for young couple who only need sleep for a night and dont mind the noise from the bar. Not for family staycation.Rooms: 3/5 | Service: 3/5 | Location: 3/5 …More"
Hotel Monopoli,Sam Furlong,1.0,The worst hotels I've ever stayed at. We paid for the most expensive suite. They were still doing maintenance for 1.5 hours. Then downgraded us to a smaller room with no sorry or complimentary anything. Don't stay hereRooms: 1/5 | Service: 1/5 | Location: 1/5 …More
Hotel Monopoli,Viktor Iwan,3.0,"Smells cigarette all over the room for this non smoking hotel. Not really understand the concept of having shower room with a glass-through view.. unless its useful for ""adult"" purpose. Clearly the hotel is not build as family hotel to enjoy kemang. It's 3 star for my Family Trip to enjoy long weekend BUT if its for a business trip OR adult trips.. the hotel is nice! Strategic location and walking distance to interesting places like mall, coffee shop and other f&b. The wifi is also okay for working remote or staycation."
Hotel Monopoli,Ideli R,2.0,"The only good thing is the design and concept. The walls are very thin, we can hear voices from other rooms. The room can definitely be redone, there were dirty spots on the seating. The worst part was the shower; the water did not fall rightly. Air conditioner was directly beside the bed, and they turned the AC off in the middle of the night. Parking lot was limited, it’s difficult to find a spot, and it seemed unsafe as well to park on the street."
Hotel Monopoli,milo o,3.0,"not bad, next building jedag jedug berisik, it's not even wikenRooms: 3/5 | Service: 3/5 | Location: 5/5 …More"
Hotel Monopoli,Little Amora (IchigoIchi),1.0,"DOOR ROOM FACE THE BATHROOM, if you open the door wide, the bellboy/the room attendant can see you NAKED WHILE SHOWERING cause the bathroom only surround by GLASS, not a wall. EXPENSIVE. NO PARKING LOT. NO HAIRDRYER IN THE ROOM. You must request for a hairdryer. SMALL DOOR AND SMALL LOBBY. if you bring many luggage, or family, this hotel is really not recommended. Cause it's beside the cafe, it's very crowd at night. And the room so small. Just share an experience. Try if you feel curious 🤣"
Hotel Monopoli,Nayu A. Ramadhaningsih,5.0,"I just simply looovveee iitt... The interior of the hotel and the room is unique, room is airy as declared (I barely turned on the AC in the room that I stayed in) and the ceiling is high. This is important for people with asthma like me :)) I don't favor the taste of the food (I tried the humble fish and chips only) but doesn't matter. There are lots of food stalls, restaurants, cafes, around this hotel. Or at least, with the help of Go Food. Definitely will return here for another staycation!"
Hotel Monopoli,Put Salju,5.0,"nothing has changed from this hotel, everything is still the same, clean comfortable..All of their room non smoking and there is deposit 300k rupiah.They have cafe-bar in their rooftop"
Hotel Monopoli,Neil Siadari,1.0,"This is my first time and will be the last time stay here. WORST experience ever. I repeat WORST! Reception not customer oriented, no service excellent even no smiling voice when you call a reveption especially staff namely NADIA. Never ever comeback to this hotel. Room small and just so so. Parking area view. No town or anything just park area. Request high floor but given second floor. Want to upgrade my room to higher room cuase after we check in we think its to small, first one they said it cost IDR100.000,- and when I called again they said it will be IDR200.000,- cause we already enter the room? Like what? The price increase after 1 hour. Your customer willing to pay but this is not how you doing bussiness. NEVER EVER COMEBACK!"
Hotel Monopoli,Hanna Manurung,3.0,"Room interior is attractive, bathroom is thoughtfully designed to separate showering area and toilet seat, Air Conditioner is functioning very very well, cleanliness is handled properly as room is neatly tidied and cleaned, location is very strategic and close to daily go-to necessities like coffee shop, resto, book store, grocery store. However, Monopoli Hotel needs to take serious action for improvement on: 1) Hotel Policy, rooftop has karaoke facility which is extremely LOUD and DISTURBING customer who is resting at night, owner should not merge karaoke area altogether with hotel in one building, please consider to have separate building for karaoke, and this has been the most common complaint for months from customer yet still going on. Owner does not take this into consideration maybe? 2) Poor Signal, for price IDR 640,000 per night, wifi signal is very very poor, please provide wifi signal properly, 3) No Motorbike Parking Lot, i had to park my bike at Tanamera’s since Monopoli Hotel does not provide basement or back area for parking, this also has been second most commom complaint from customer, yet again owner does not take this into consideration? 4) Employee’s friendliness. Security at the front door was WAY MUCH NICER and friendlier than staff at the front desk/receptionist. No automatic greeting from afar from staff, talks casually to me while i’m asking, seemed to be kinda impatient when explaining payment for 50% charge early checking and IDR 300,000 for down payment fee. As i believe owner will read and reply this, i am so looking forward for Monopoli Hotel fully commit to take action on improvement seriously and very soon."
Hotel Monopoli,Andra Maulana,4.0,"Great experience staying there for the weekend. Surprisingly got the Grand Deluxe with the mezzanine. Plus is you got a separate area for sleeping, minus is when you're in bed and need to go for number 1 in the middle of the night, you have to navigate up and down the stairs since the bathroom is in the 1st floor. The location is also prime for ordering food from some of the nicest South Jakarta places. Skip the bfast, and just cross the road for some Starbucks or order something online from GoFood/Grabfood."
Hotel Monopoli,Fristha Pratiwi,4.0,"Thay have a unique and pretty interior design but in my 2 nights experience, I feel the air conditioner in the rented room wasn't cold enough and we can't set whether the fan/blower or the temperature."
Hotel Monopoli,Lulu Soekardi,4.0,I love the room so much.. cozy and comfy.Rooms: 5/5 | Service: 4/5 | Location: 4/5 …More
Hotel Monopoli,Sekar Karindra,1.0,"This used to be one of my fav hotel in Jakarta. But recently, I’m quite disappointed with their service. I had a booking for 2 nights and when I was about to check in, there was flood (yeah, you know Kemang area), I asked for a refund / reschedule directly to the hotel, the staff seemed okay with my request but asked me to call traveloka to make the change. After calling traveloka, they confirmed that the hotel didn’t grant my request with no particular reason. So if it’s rainy season, better stay somewhere else. Or if you already booked it and some out-of-your-control situation happen (e.g. flood, unless you’re God then obv you can control flood) better pray they’re willing to compensate."
Hotel Monopoli,Jummi Ishijima,3.0,"One of the best designed rooms but unfortunately I had to check out after one night because the music and noise from the rooftop bar was unbearable. Initially had a mezzanine room on the top floor but the sound and vibrations could be felt right through so I moved to a room on the 3rd floor but still could hear everything and couldn't sleep until 4 am. If I was in Jakarta to enjoy the nightlife, will definitely stay here but not when I actually need to sleep at night. They have regular shows several nights a week so nice place to have fun. Love love love the rooms!!"
Hotel Monopoli,Tari Danawidjaja,2.0,"This hotel is beautifully designed, it really represents the New York style- very chic and stylish. Staff are very friendly and warm, check-in was also very smooth. However, we didn’t check review about the hotel, so we were really surprised when the front desk informed us about the noise. We decided to take the twin bed on 2nd floor, and when the night came- it was so noisy both from the rooftop and ground floor. I would not recommend this hotel to anyone who needs good sleep, unless you wanna party till late and don’t need to sleep. Even if you sleep w plugs- u can still hear the noise. I ended up slept at 4am. Breakfast was mediocre, there were small plates of fruits left, they only refill the pineapple, got scramble eggs and the rest mostly consist of breads. A hot porridge would be really nice actually, or just walk down the street and you will find traditional Indo porridge for a very good price!"
Hotel Monopoli,Randy,4.0,"a good place to stay. in the heart of central kemang, so its easy to go to entertainment area. quite fair price, you got breakfast, because corona, so they deliver the breakfast to your room. the car park is not much, sometimes you have to park in side road which is hold by some unknown people, and you have to pay 35K IDR first if you stay. the pool is small, cant swim. they got bar in rooftop"
Hotel Monopoli,Melvin rodgers,1.0,"stayed near to top floor and there an event on..as usual so the staff said we went up to the rooftop bar there was no event and it was empty alomost, just the staff liked to play loud music. very unlpeasant experience. if you want a good nights sleep do not stay at this hotel.Rooms: 2/5 | Service: 1/5 | Location: 3/5 …More"
Hotel Monopoli,Indri Yunita,4.0,"Get transported back in time with the sweet vintage decor like nowhere else in Jakarta. Loved the ambience. But please be warned that this is a party hotel as they seem to make major cash from hosting events on weekends at the 2 clubs on the rooftop and in the basement. I stayed on 3rd level and the music from the rooftop was loud. I was aware of this prior to booking but booked it anyway. They also warned me during check in. It was not a big problem for me but I can see why people give 1 stars. I guess they came unprepared. So in conclusion, best way to enjoy your stay here is 1. Check the party on their IG 2. Check in and get prepared for the party 3. Party til drop. 4. Collapse on your bed. Definitely not for business travelers and family."
Hotel Monopoli,Ferdy Pratama,5.0,"such a good experience to stay in here with a unique interior and a clean environment, if you need some entertainment there are 2 bars in roof top and in underground with weekly frequent music events. their breakfast actually pretty tasty with moderate choices menus. and plus, the soap and shampoos are from the good vibes organic (one of indonesia’s local brand) it makes the bathing experiences so greatttt!"
Hotel Monopoli,Tom Srn,3.0,"Good hipsterish hotel with cool rooftop and friendly staff. The rooms were very clean, well designed and generally very nice.The somewhat elitist crowd makes it almost feel awkward to be here though. The club and bar seem to be a meeting place for the local Jakarta elite and go on playing loud music until 2am. The breakfast was good, but very very little. Regarding that it was the most expensive hotel breakfast during our trip in Indonesia, that was quite disappointing."
Hotel Monopoli,Gunadi Kr,5.0,"Great dinner buffet at Bloom. Their buffet price exclude beverages, you need to buy your own drink. Not only many main course dishes available, many choice of cake is available too. Reservation before arrival is strongly recommended"
Hotel Monopoli,Andrea Peresthu,5.0,"comfort food at a very reasonable price, serving indonesian and mediteranean cuisine at a viennese style interior"
Hotel Monopoli,Fahry Pradipta,4.0,"Went there to dine for the buffet the food was alright for its price, didn't expect anything too fancy but was treated with its own take of fancy. It was definitely a unique experience and a good one at that. The band that was playing was exceptional and the one needed improving was the quality of taste from the food."
Hotel Monopoli,Kevin N.,5.0,"Great all-in-one solution for a whole evening. Start with nice dinner at the Ground Floor, then go upstairs to the rooftop for some pre-drinks and when you're in the mood, go to the basement and dance off! Never spent a night in one of their rooms, but i can imagine it's very loud. So, better sleep somewhere else."
grandkemang Jakarta,william sandler,2.0,"Very loud band plays til 2AM so loud guest room windows shake, door knobs vibrate, image in mirror distorts “with the beat” making sleep or concentration, impossible. Rooms are large. No balconies. Windows don’t open. Controls for lights AC etc on 20 year old bedside consule antique but still work. Smell of room musty. Toilet requires multiple handle jiggles to turn off. Location excellent. Everything close-by. Hotel needs a renovation modernization until that’s done don’t overpay here! Our room around 400.000 (about USD$30) which is about right for the condition/quality of this older property. WiFi strength mixed depending on where in this large property."
grandkemang Jakarta,Dody Barus,3.0,"Located on the heart of kemang, south jakarta, with many places to go around in walking distance.. It is a nice place when you've already there.. But the effort to be there is another different story.. You will face a common high traffic congestion.. Now about the property. Usually it was a nice place to spend my weekend. Spacious and clean room, well decorated.. I only have one complaint about watter supply in bath room.. The shower was too weak in room 346. Other than that, I have nothing to complaint. But.. It was last month. This month, they ask a deposit @Rp. 300.000 per stay, which is not really convenient for me. Im looking forward to find alternatives cos this ""new policy""."
grandkemang Jakarta,Belinda xie,5.0,"Having an event here. Coffèe break snacks are good. Hotel surrounding very silent and cozy. The access to this hotel are not recommended, cause the size of the road and so on."
grandkemang Jakarta,Ferry Farozdaq,1.0,"This hotel is very dissapointed in service. Today i made booking for 5 night from tonight until 5 nights ahead. But somehow i made mistake for booking date. My voucher (via traveloka) stated start 11-16 august 2022 instead of 4-9 august 2022. I tried to explained to the receptionist that i've made wrong order and ask their help to contact traveloka to changed the date. I inform to him previously i had same case and could clear with hotel staff help (i show him evidence as well). But the receptionist just said he can not do that without any effort/willingness to help. He only gave a reason because my voucher is non refundable so i can make any change and i should keep on my schedule or should let my money gone ! It's very DISSAPPOINTED ! I stay this hotel in many times i visit jakarta but they treat their customer like this ?? I asked further do they have available room ? They said have, but just can not help as my proposal. Sorry to say, this last time i made booking with this hotel because many other hotel will treat their customer better for sure !!"
grandkemang Jakarta,ku azmie,3.0,1. Shower needs improvement. Hot water is not that hot.2. Room service - excellent.3. Breakfast - needs improvement. Not many choices of food.Rooms: 3/5 | Service: 4/5 | Location: 4/5 …More
grandkemang Jakarta,Royan Miftahul Huda,1.0,"1. We order Grand Deluxe, but no View and very noisy that u can sleep until 2 am.2. The room and the pillow so dirty.Rooms: 1/5 | Service: 2/5 | Location: 4/5 …More"
grandkemang Jakarta,Rahul Agarwal,1.0,Rooms are poorly maintained. Noisy music from outside makes it impossible to sleep. Toilets are dirty and not well equipped. Liquid soap is provided but nowhere to place it in the shower. You have to put it on the floor and pick it up each time. No attention to detail.Rooms: 1/5 | Service: 1/5 | Location: 1/5 …More
grandkemang Jakarta,The Mawahiburahman,1.0,"Very poor service I come to reception and met the lady who incharge, I asked local phone number, she just asked me back to check the number through google.. WHAT ? then i send email to Director of sales just give suggestion for FO staff to improve so they can feel ""own and have soul"" to serve as its represen the brand, but no respond as well. I hope team can improve the service and owner Bpk Kemal notice this small things, because impact for hotel itself"
grandkemang Jakarta,Rajeev Munankami,4.0,Rooms are of good size but the toilet fittings are very very old so won't get surprised if you find cockroachesRooms: 3/5 | Service: 5/5 | Location: 5/5 …More
grandkemang Jakarta,guruprasad kukian,4.0,Good place to stay. Very clean and tidy rooms and the breakfast options and also awesome. You can explore a lot of cafés and restaurants around as the hotel is located around a lot of them.
grandkemang Jakarta,Sam “kuripiku” Nugo,5.0,"Alhamdulillah cozy place to stay. The room is good, the bed is comfort, many space to just sitdown and relax on the lobby, the food is also good.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
grandkemang Jakarta,R C L,4.0,Location wise a great hotel with easy to walk to places in Kemang - otherwise basic but ok hotel to stay for a short trip.Rooms: 3/5 | Service: 4/5 | Location: 5/5 …More
grandkemang Jakarta,Evi Wijaya,5.0,"Hotel is clean, Staff friendly, Room Service is fast. Kemang is really good place for staying."
grandkemang Jakarta,Rita Puspita Sari,1.0,"No hot water at all, even when you tried to complain, they said ""this is our standard."" No wonder why they room rate really Cheap.Rooms: 1/5 | Service: 1/5 | Location: 1/5 …More"
grandkemang Jakarta,Rifqi Hatta,3.0,"Great hospitality, the bed is comfy and the food is great. However the gym is not maintained well (water dispenser is empty and the room is pretty untidy) and the room I was staying in had dirty carpet.Rooms: 3/5 | Service: 5/5 | Location: 3/5 …More"
grandkemang Jakarta,Peter Stolk,5.0,The Grandkemang is the Grand Old Lady of hotels where to stay when you travels brings you to Kemang or South Jakarta in general. Over the many years of operating the property has seen several renovation to keep up with time. Like all hotels during the covid period business was a challenge however during my recent visit I noted the property was clean and well maintained. Keep up the good work and look forward to my next visit at Grandkemang.
grandkemang Jakarta,M. Ridlo Akbar,4.0,Surprise with the spacious room & hotel. Friendly staff. Can be better if it's reskin (repainted and rewallpappered)Rooms: 4/5 | Service: 5/5 | Location: 5/5 …More
grandkemang Jakarta,Lasta Dewi Sianturi,5.0,This Hotel is an unique hotel in the middle of South Jakarta. Old building but still stunning.Rooms: 5/5 | Service: 4/5 | Location: 5/5 …More
grandkemang Jakarta,K M,5.0,Nice place to stay it's my preferred choice due to the location and shops and bars close by.Rooms: 4/5 | Service: 5/5 | Location: 5/5 …More
grandkemang Jakarta,Sean Muniandy,1.0,"Good location within kemang area.. the rest about this hotel is just questionable! I lived in Kemang for years and have been to this hotel many times but with current stay it’s just awful.. the room is dirty, towels were run down and disgusting and on the first day there was not even one, bed covers were old even wet yesterday, the room carpet dirty and I would never walk barefoot, ac didn’t even worked on the first day, I booked for the grand deluxe room and they arranged for deluxe upon arrival and then pretended they didn’t know on my booking..today at 10pm In bed I discover small miniature flights. Everything about this hotel is just shameful and dirty. I have read so many negative comments about this hotel since checked in and this will be last time I will stay here.. shame on you grand kemang management"
grandkemang Jakarta,J T,3.0,"Quarantined here for a week after travel. It wasnt perfect. I think my two biggest complaints were a bar that plays loud music at nights nextdoor until ~12am (most rooms are not near it, i got unlucky) and that a couple of the meals were pretty bad, like gross, like it had been in the fridge for too long and then microwaved like crazy. Overall my stay was pretty good though, especially for the price. The food was decent excluding the couple times it was old, and the one time i ordered in an a la carte burger it was big, cooked fresh, and very delicious - higher quality than the general quarantine food. The staff were very friendly, although most didnt speak that good of english. Everything in the room was generally clean and functional. All considered... well, I probably would not book this place again. The couple times of bad food and the music was too much. It was alright though. For non-quarantine stay the place seemed very nice."
grandkemang Jakarta,Wildan Baraba,4.0,"Cool place! They have some kind of art gallery in the lobby. Check-in was fast and accomodate my needs. Strategically located in the bustling Kemang area. Parking area rather large, but because many guests, we ended up parked in basement. No big deal. The room was spacious, but quite old. And they give me view to other building wall. Not comfortable to open my room curtain. For breakfast, i didn't taste i, because they can't deliver our breakfast to room. Well, i guess because they're so busy that morning, since there was lot of government event there."
grandkemang Jakarta,Febby Sabatira,1.0,"This is probably the WORST 4 stars hotel ive ever been to. 1. I stayed for 2 nights and those 2 nights this hotel blacked out for 2-5 minutes at 1 AM at night 2. The staffs STOP RECEIVING CALL after 11 PM 3. I had to change rooms 3 times because something always broken, the AC and the toilet😂 4. I went downstairs to front desk to request something for my room. THEY NEVER DELIVERS IT. I Called and NO ONE IS NEVER THERE. All of them. The front desk, room service, concierge, operator. ALL OF THEM. 5. They dont refill the soap and shampoo, also change toilet paper from previous guest. 6. The room is very dusty. I would NEVER comeback here again."
grandkemang Jakarta,또또니,3.0,"They are trying to provide kind and good service.But the rooms, air conditioners, beds, and towels were all old and smelly. There are many foods in the morning, but it doesn't taste good. Even the nasi goreang was not delicious in room service food. I won't recommend it.It has the advantage of being close to KemangMall."
grandkemang Jakarta,Bhita Hervita,3.0,"Stayed for couple of nights, upon room cleaning they don’t even put out the trash?? Also wifi is so bad. Not even once did they refill the toilet tissue. TV was old and the remote was lost so had to push the button They don’t check on how many nights people are gonna stay and only give the card key that can be used 1 nights. Have to GO BACK to receptionist TWICE (and my room is so far and high) to redo the card key. So annoying. Lift was old and so slow. Plus size: room was spacious."
grandkemang Jakarta,Penjelajah BUMI,1.0,"Don't leave security/bellboy behind to transport belongings on checkout. They'll treat as if you left your belongings behind and a potential criminal. They tried to photo my ID without consent during pick up. One receptionist told the other to swiftly take a photo with their smartphone, without explaining why they need it. I understand they're just following SOP as told by management, but forcefully recording personal data invades customer privacy. I was showing my passport and let them note down the data, however they're not satisfied, inconsiderate to potential identity theft of customers. Edit: not recommended for quarantine stay, they are often late and underserve in delivering food. They distribute your passport image via Whatsapp at the airport."
grandkemang Jakarta,arka nanta,1.0,"i’ve been here for 2 days for NYE. I called the house keeping few times to clean room, but there’s no response. i’ve pressed the “make up” button before i leave for hours. and the night i came back, my room’s not cleaned up yet. i think this is the most terrible 4-stars hotel i’ve ever seen so far. and remember, this hotel is located at South Jakarta but doesn’t feels like it"
grandkemang Jakarta,Harry Ferdiansyah,5.0,"Five stars for the location and Prayer Room. Somehow I was lost on my way to the meeting room (from the basement). Oh.. They need to provide lifts for some meeting rooms, not all have the ability to use the stairs"
